"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2389","Ps I had lunch at @earth today it was yum.",FALSE,0,NA,2019-03-19 19:02:13,FALSE,NA,"1108081255868964864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djsophielloyd",0,FALSE,FALSE,NA,NA
"2390","@chekla That green curry looks yum and fascinating, what the name of the curry Mam ?",FALSE,0,"chekla",2019-03-19 19:02:09,FALSE,"1108030866536591361","1108081239678955521","491928298","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Memyselfr",0,FALSE,FALSE,NA,NA
"2391","RT @lottedfs_global: <U+0001F3AC> #3. BTS LDF(YUM) Special Clip Episode #F!
Have fun with BTS #LDF(YUM)Play <U+0001F3AE>

#LoveMonday #ItsTimeFor_BTS_LDF(YUM)Pla…",FALSE,0,NA,2019-03-19 19:01:56,FALSE,NA,"1108081186503573505",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LauraPatrcio1",21834,TRUE,FALSE,NA,NA
"2392","Today’s green smoothie was YUM!
<U+0001F34C><U+0001F34D><U+0001F34A><U+0001F96C><U+0001F965><U+0001F4A7>#EatToLive #GreenSmoothie #ImAlmostTrying <U+0001F602> https://t.co/G8nIaPR2sK",FALSE,0,NA,2019-03-19 19:01:55,FALSE,NA,"1108081180690268160",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ChooseYouForYou",0,FALSE,FALSE,NA,NA
"2393","This eatery at #Cleveland's West Side Market offers 70 varieties of salsa ranging, from a traditional mild to… https://t.co/ROIapyrY4i",FALSE,0,NA,2019-03-19 19:01:47,TRUE,NA,"1108081149853794304",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","JessonaJourney",0,FALSE,FALSE,NA,NA
"2394","RT @lottedfs_global: <U+0001F3AC> #3. BTS LDF(YUM) Special Clip Episode #F!
Have fun with BTS #LDF(YUM)Play <U+0001F3AE>

#LoveMonday #ItsTimeFor_BTS_LDF(YUM)Pla…",FALSE,0,NA,2019-03-19 19:01:47,FALSE,NA,"1108081147844673536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yenifer594",21834,TRUE,FALSE,NA,NA
"2395","RT @CortneyBaird10: I have 2 tickets to Friday's First Round NCAA Women's Tournament at the KFC Yum Center. $45 for both of them. Louisvill…",FALSE,0,NA,2019-03-19 19:01:41,FALSE,NA,"1108081122368462849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JustOsborne",1,TRUE,FALSE,NA,NA
"2396","Our combo sides are dreamy!
.
.
.
#pizza #perfectpizza #stevenage #orderonline #takeaway #pizzalovers #yum #foodie… https://t.co/Cx4CxxSi5I",FALSE,1,NA,2019-03-19 19:01:37,TRUE,NA,"1108081104362397698",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","PerfectPizzaStv",0,FALSE,FALSE,NA,NA
"2397","<U+2615> Vote for your #favorite iced latte flavor! #Vanilla, #Caramel, or #Mocha! <U+2615> 

We now have Victor Allen, refreshin… https://t.co/QkogT5RVTT",FALSE,1,NA,2019-03-19 19:01:30,TRUE,NA,"1108081074855399424",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ruralkingsupply",1,FALSE,FALSE,NA,NA
"2398","This eatery at #Cleveland's West Side Market offers 70 varieties of salsa ranging, from a traditional mild to… https://t.co/sxZMrAIUv5",FALSE,0,NA,2019-03-19 19:01:29,TRUE,NA,"1108081072770813953",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","EpicureCulture",0,FALSE,FALSE,NA,NA
"2399","RT @lottedfs_global: <U+0001F3AC> #3. BTS LDF(YUM) Special Clip Episode #F!
Have fun with BTS #LDF(YUM)Play <U+0001F3AE>

#LoveMonday #ItsTimeFor_BTS_LDF(YUM)Pla…",FALSE,0,NA,2019-03-19 19:01:25,FALSE,NA,"1108081057788846082",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SugaPortugal",21834,TRUE,FALSE,NA,NA
"2400","@missmagpirate A friends mum worked as a chocolate taster. Yum. Which largely involves checking the taste remains t… https://t.co/EoCddW5tTe",FALSE,1,"missmagpirate",2019-03-19 19:01:23,TRUE,"1108050663303507968","1108081048452296705","1215352063","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdamJDutton",0,FALSE,FALSE,NA,NA
"2401","RT @Sassycatz: @AriMelber Have you tried putting it on a sandwich as an addition to your cheese and/or lunch meat, lettuce, tomato, and oni…",FALSE,0,NA,2019-03-19 19:01:21,FALSE,NA,"1108081038293716994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","figuresof888",25,TRUE,FALSE,NA,NA
"2402","Welcome to Wonder Bar -- Where good food happens to great people!
.
.
.
#Worcester #MA #WorcesterEats #MAEats #Yum… https://t.co/1n1W4RfT05",FALSE,0,NA,2019-03-19 19:00:52,TRUE,NA,"1108080917283815424",NA,"<a href=""http://www.reputationmailer.com/privacy/"" rel=""nofollow"">Social Reputation</a>","Wonder_Bar",1,FALSE,FALSE,NA,NA
"2403","Gator gummies are something delicious to chomp on <U+0001F609><U+0001F40A> #SugarFactory #GummyWorld #GummyBear #Sweets #Yum #Delicious… https://t.co/u6RZxlLVhE",FALSE,0,NA,2019-03-19 19:00:47,TRUE,NA,"1108080895985094661",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","SFGummyWorld",0,FALSE,FALSE,NA,NA
"2404","Irresistably Delicious and Tempting thats our Jerk Promise. Charcoal grilled protein goodness at your fingertips! D… https://t.co/z4G7h6HKwx",FALSE,1,NA,2019-03-19 19:00:44,TRUE,NA,"1108080884798889984",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","Yettiskitchen",0,FALSE,FALSE,NA,NA
"2405","RT @UofLVillens: . @UofL Students, after the Thursday watch party, join us in the KFC Yum Center to cheer on @UofLWBB as they begin the roa…",FALSE,0,NA,2019-03-19 19:00:43,FALSE,NA,"1108080878587121667",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmilyWalter98",3,TRUE,FALSE,NA,NA
"2406","There’s people who save room for dessert, and then there’s quitters. Which one do you want to be? <U+0001F4AD>
.
.
.
.… https://t.co/nfxgUzg9rl",FALSE,0,NA,2019-03-19 19:00:39,TRUE,NA,"1108080862023827456",NA,"<a href=""http://www.reputationmailer.com/privacy/"" rel=""nofollow"">Social Reputation</a>","Fork_N_Pint",0,FALSE,FALSE,NA,NA
"2407","Stop by for dinner tonight. We’ll feed you right, AND do the dishes!  <U+0001F602><U+0001F374>
.
.
.
#StephaniesRestaurant… https://t.co/K6iQIFs2ax",FALSE,0,NA,2019-03-19 19:00:20,TRUE,NA,"1108080784009846784",NA,"<a href=""http://www.reputationmailer.com/privacy/"" rel=""nofollow"">Social Reputation</a>","StephaniesNC",0,FALSE,FALSE,NA,NA
"2408","Tuesday is our favorite day - FREE PIE DAY! Buy a meal at regular price and receive a free piece of pie <U+0001F60D><U+0001F374><U+0001F967>
.
.
.
.… https://t.co/cg2aPkJEs8",FALSE,0,NA,2019-03-19 19:00:16,TRUE,NA,"1108080765160603649",NA,"<a href=""http://www.reputationmailer.com/privacy/"" rel=""nofollow"">Social Reputation</a>","cornercafeokla",0,FALSE,FALSE,NA,NA
"2409","Our Signature Pizzas are loaded edge to edge! Served with real Wisconsin Naturally Smoked Provolone cheese YUM!… https://t.co/SAD9MI7iWm",FALSE,0,NA,2019-03-19 19:00:12,TRUE,NA,"1108080748052054017",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DonatosHR",0,FALSE,FALSE,NA,NA
"2410","Strawberries and Cream - Dream Team
.
.
.
#crepe #chocolate #strawberry #icecream #dessert #food #foodie #instafood… https://t.co/U9h6OjNreB",FALSE,0,NA,2019-03-19 19:00:09,TRUE,NA,"1108080737234944001",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","CreameryTwist",0,FALSE,FALSE,NA,NA
"2411","RT @hanabi6237: #eatJIN
late night ramen is the best https://t.co/kPKkTgZR5n",FALSE,0,NA,2019-03-19 19:00:03,FALSE,NA,"1108080710793994240",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yum__ejan",629,TRUE,FALSE,NA,NA
"2412","New post with another recipe for Cooking &amp; Baking month! Allergy Friendly Potato Soup #yum #eatthis #foodie… https://t.co/dh0I2laNzy",FALSE,0,NA,2019-03-19 18:59:09,TRUE,NA,"1108080485874360320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JWthepianistLMT",1,FALSE,FALSE,NA,NA
"2413","yum. it’s now warm enough that i can sit in my car for 30 minutes without dying when i get home from a place",FALSE,2,NA,2019-03-19 18:59:00,FALSE,NA,"1108080449220419584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kriszt1na",0,FALSE,FALSE,NA,NA
"2414","As a fan of him we will never leave him. Many people will come and go if its a party thats common a cross all parti… https://t.co/8QSzVDiI36",FALSE,22,NA,2019-03-19 18:58:55,TRUE,NA,"1108080427229560832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JaganRyder",10,FALSE,FALSE,NA,NA
"2415","nice perspective on weighted risks by metrics.  E.G. The recent egg paper would fit within the first one somewhere,… https://t.co/6YNueclu01",FALSE,1,NA,2019-03-19 18:58:51,TRUE,NA,"1108080408506392582",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snoosphere",0,FALSE,FALSE,NA,NA
"2416","RT @lottedfs_global: <U+0001F3AC> #3. BTS LDF(YUM) Special Clip Episode #F!
Have fun with BTS #LDF(YUM)Play <U+0001F3AE>

#LoveMonday #ItsTimeFor_BTS_LDF(YUM)Pla…",FALSE,0,NA,2019-03-19 18:58:11,FALSE,NA,"1108080240335732736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KarolAR38240842",21834,TRUE,FALSE,NA,NA
"2417","I have 2 tickets to Friday's First Round NCAA Women's Tournament at the KFC Yum Center. $45 for both of them. Louis… https://t.co/bHifRVMKQR",FALSE,0,NA,2019-03-19 18:58:06,TRUE,NA,"1108080219078967301",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CortneyBaird10",1,FALSE,FALSE,NA,NA
"2418","Some close-up shots of my Taco Tuesday. #food #tacos #tacotuesday #mydossantos #chicken #pork #beef #cornedbeef… https://t.co/GPs8hAgY6V",FALSE,0,NA,2019-03-19 18:57:58,TRUE,NA,"1108080187223298050",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KeatingNation",0,FALSE,FALSE,"-104.9692876","39.74340508"
"2419","@thecheekypea @MindTheSnack @kingstonpound @whatsoninsurrey @Very__Social @KingstOnVegUK Hey @getfitwithnan… https://t.co/B7Dx3WurZG",FALSE,3,"thecheekypea",2019-03-19 18:57:50,TRUE,"1107917706500685825","1108080154818080770","1517698146","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeepDownDirtyRL",0,FALSE,FALSE,NA,NA
"2420","@Cassii_Paruliss Yum my",FALSE,1,"Cassii_Paruliss",2019-03-19 18:57:23,FALSE,"1108063406077235201","1108080040577781761","370890791","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dakotaad25",0,FALSE,FALSE,NA,NA
"2421","RT @Drink_LiquidIce: Stop by your local Holiday Stationstore to get your Liquid Ice fix!

#Coupon #Save #Holiday #Stationstore #HolidayStat…",FALSE,0,NA,2019-03-19 18:57:23,FALSE,NA,"1108080039315283969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CollegeCityBEV",2,TRUE,FALSE,NA,NA
"2422","RT @jhsgaIIery: some of y’all bout to be real mad at me. but it must be said. some of y’all are not jung hoseok but that is okay. just be w…",FALSE,0,NA,2019-03-19 18:57:17,FALSE,NA,"1108080013960798208",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yum__ejan",176,TRUE,FALSE,NA,NA
"2423","Just the best when you come back to your desk after a series of meetings and <U+2066>@DBhamjee<U+2069> has left you a gift from… https://t.co/h5KundKmUP",FALSE,17,NA,2019-03-19 18:57:07,TRUE,NA,"1108079972504215552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mairead_Lavery",0,FALSE,FALSE,NA,NA
"2424","@LadyQ__ @fat_nigga_ninja Looks yum",FALSE,0,"LadyQ__",2019-03-19 18:56:59,FALSE,"1108074531858583553","1108079938597466112","309492092","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deephakisi",0,FALSE,FALSE,NA,NA
"2425","@whozyourzaddy @KawaiiFemBttm @HambreHombres @AlexKingsHotPix @new_gaywanking oh yum",FALSE,1,"whozyourzaddy",2019-03-19 18:56:53,FALSE,"1107778630120165376","1108079915285528577","1039072849682563073","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twinkmew",0,FALSE,FALSE,NA,NA
"2426","just me and my furry bread, yum~<U+0001F602><U+0001F602><U+0001F602>",FALSE,1,"owlsshadows",2019-03-19 18:56:44,FALSE,"1108078227745112066","1108079878816059395","1679037030","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","owlsshadows",0,FALSE,FALSE,NA,NA
"2427","I’ve been wondering about Shen Yum!! https://t.co/Sf7Fe9zB6K",FALSE,1,NA,2019-03-19 18:56:44,FALSE,NA,"1108079877662609409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenFerrariAdler",0,FALSE,FALSE,NA,NA
"2428","@KSeaboldt short ends not burnt ends <U+0001F44D><U+0001F3FD> #yum",FALSE,0,"KSeaboldt",2019-03-19 18:56:34,FALSE,NA,"1108079836201914368","376396577","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mr_JB2",0,FALSE,FALSE,NA,NA
"2429","@JayLaw1 @Kimburly22 @crookedtownie @mattfromnl @Tarpo @lehogan @RobertJ_NL Pistachio dessert - angel food cake wit… https://t.co/JBxCQhApPT",FALSE,4,"JayLaw1",2019-03-19 18:56:34,TRUE,"1108063177969934337","1108079834947874816","23819456","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melissblackmore",0,FALSE,FALSE,NA,NA
"2430","So I tried one of those caramel cookies from Starbucks, and omg yum! <U+0001F60F>",FALSE,1,NA,2019-03-19 18:56:26,FALSE,NA,"1108079802462949376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","little_Cake22",0,FALSE,FALSE,NA,NA
"2431","RT @jihopian: Armys are sending letters to jin because of what happened please i hope he can read all of them and feel better brb imma send…",FALSE,0,NA,2019-03-19 18:56:20,FALSE,NA,"1108079775338381320",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yum__ejan",1110,TRUE,FALSE,NA,NA
"2432","RT @minimalistbaker: NEW! LAZY 1-Pot Vegan Tom Yum Soup <U+0001F60B><U+0001F963><U+0001F336><U+FE0F> This recipe was developed after a craving for Tom Yum soup struck, but we didn…",FALSE,0,NA,2019-03-19 18:56:16,FALSE,NA,"1108079761387974661",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FifaConnoisseur",15,TRUE,FALSE,NA,NA
"2433","Check out Mexican Candy Mix Box 40 Piece Mazapan Pulparindo Tamarindo https://t.co/8PVBDM7FRA @eBay #mexicancandy… https://t.co/pFPUZn76H5",FALSE,0,NA,2019-03-19 18:56:16,TRUE,NA,"1108079760486219776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samyk0922",1,FALSE,FALSE,NA,NA
"2434","you guys ever remember yum clothing lmao",FALSE,1,NA,2019-03-19 18:55:56,FALSE,NA,"1108079674045796352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scoopszilla",0,FALSE,FALSE,NA,NA
"2435","RT @barbiefobia: they asked epik high tukutz who would he save if tablo and yoongi fall in the ocean and a shark is coming, he said SUGA lm…",FALSE,0,NA,2019-03-19 18:55:53,FALSE,NA,"1108079663287541760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yum__ejan",6034,TRUE,FALSE,NA,NA
"2436","RT @UofLVillens: . @UofL Students, after the Thursday watch party, join us in the KFC Yum Center to cheer on @UofLWBB as they begin the roa…",FALSE,0,NA,2019-03-19 18:55:51,FALSE,NA,"1108079656132067338",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BruceWoodson",3,TRUE,FALSE,NA,NA
"2437","@AuthorConfusion @ToriGlass I have weird looks when I eat them like apples... yum...

Now I'm hungry :(",FALSE,2,"AuthorConfusion",2019-03-19 18:55:35,FALSE,"1108067994842873857","1108079588280885250","1022253936374308864","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ConfidenceCult",0,FALSE,FALSE,NA,NA
"2438","Date day lunch yum yum!!  @TheCornishVegan https://t.co/bocfD11WNi",FALSE,0,NA,2019-03-19 18:55:28,FALSE,NA,"1108079557695938562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SoapandPamper",0,FALSE,FALSE,NA,NA
"2439","RT @kay_1773: .@marmite XO was an outrageously delicious product which saw limited availability some years ago. Please join the call to bri…",FALSE,0,NA,2019-03-19 18:55:10,FALSE,NA,"1108079484903845888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hammerdivone",3,TRUE,FALSE,NA,NA
"2440","Yum! <U+0001F60B>We're celebrating #chocolatecaramelday with our drizzled caramel popcorn!! Shop here: https://t.co/wm3YgM46PX… https://t.co/WH9PnK7Zaz",FALSE,2,NA,2019-03-19 18:54:53,TRUE,NA,"1108079412925419521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PopcornFactory",0,FALSE,FALSE,NA,NA
"2441","T’aime les glaces? — chocolate mint yum https://t.co/Vaom6C5wIY",FALSE,1,NA,2019-03-19 18:54:41,FALSE,NA,"1108079361293455361",NA,"<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>","emillakk",0,FALSE,FALSE,NA,NA
"2442",". @UofL Students, after the Thursday watch party, join us in the KFC Yum Center to cheer on @UofLWBB as they begin… https://t.co/p7SyVWVdX6",FALSE,13,"UofLVillens",2019-03-19 18:54:38,TRUE,"1107797100018978816","1108079349780094976","735168730930483201","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UofLVillens",3,FALSE,FALSE,NA,NA
"2443","RT @lottedfs_global: <U+0001F3AC> #3. BTS LDF(YUM) Special Clip Episode #F!
Have fun with BTS #LDF(YUM)Play <U+0001F3AE>

#LoveMonday #ItsTimeFor_BTS_LDF(YUM)Pla…",FALSE,0,NA,2019-03-19 18:54:30,FALSE,NA,"1108079314518437888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","plumpyoongz",21834,TRUE,FALSE,NA,NA
